Player,Number seasons,Games played,At bats,Runs,Hits,Doubles,Triples,Home runs,RBIs,Walks,Strikeouts,Batting average,On base pct,Slugging pct,Fielding ave,Position,Hall of Fame
JACK TOBIN,13,1619,6174,936,1906,294,99,64,581,508,267,0.309,0.364,0.42,0.957,Outfield,0
AL TODD,11,863,2785,286,768,119,29,35,366,104,243,0.276,0.307,0.377,0.977,Catcher,0
BOBBY TOLAN,13,1282,4238,572,1121,173,34,86,497,258,587,0.265,0.317,0.382,0.976,Outfield,0
WAYNE TOLLESON,10,863,2322,301,559,60,17,9,133,219,384,0.241,0.308,0.293,0.974,Shortstop,0
JEFF TORBORG,10,574,1391,78,297,42,3,8,101,103,189,0.214,0.27,0.265,0.99,Catcher,0
EARL TORGESON,15,1668,4969,848,1318,215,46,149,740,980,653,0.265,0.387,0.417,0.989,First base,0
JOE TORRE,18,2209,7874,996,2342,344,59,252,1185,779,1094,0.297,0.367,0.452,0.99,Catcher,0
CESAR TOVAR,12,1488,5569,834,1546,253,55,46,435,413,410,0.278,0.337,0.368,0.98,Outfield,0
CECIL TRAVIS,12,1328,4914,665,1544,265,78,27,657,402,291,0.314,0.37,0.416,0.955,Shortstop,0
PIE TRAYNOR,17,1941,7559,1183,2416,371,164,58,1273,472,278,0.32,0.362,0.435,0.947,Third base,1
MIKE TRESH,12,1027,3169,326,788,75,14,2,297,402,263,0.249,0.335,0.283,0.983,Catcher,0
ALEX TREVINO,13,939,2430,245,604,117,10,23,244,205,317,0.249,0.312,0.333,0.979,Catcher,0
GUS TRIANDOS,13,1206,3907,389,954,147,6,167,608,440,636,0.244,0.324,0.413,0.987,Catcher,0
MANNY TRILLO,17,1780,5950,598,1562,239,33,61,571,452,742,0.263,0.318,0.345,0.981,Second base,0
HAL TROSKY,11,1347,5161,835,1561,331,58,228,1012,545,440,0.302,0.371,0.522,0.993,First base,0
TOMMY TUCKER,13,1687,6479,1084,1882,240,85,42,848,479,223,0.29,0.364,0.373,0.978,First base,0
JERRY TURNER,10,733,1742,222,448,73,9,45,238,159,245,0.257,0.322,0.387,0.959,Outfield,0
TERRY TURNER,17,1659,5921,699,1499,207,77,8,528,435,156,0.253,0.308,0.318,0.952,Shortstop,0
BILL TUTTLE,11,1270,4268,578,1105,149,47,67,443,480,416,0.259,0.336,0.363,0.983,Outfield,0
MIKE TYSON,10,1017,2959,281,714,118,28,27,269,175,411,0.241,0.287,0.327,0.973,Second base,0
DEL UNSER,15,1799,5215,617,1344,179,42,87,481,481,675,0.258,0.321,0.358,0.984,Outfield,0
WILLIE UPSHAW,10,1264,4203,596,1103,199,45,123,528,452,642,0.262,0.337,0.419,0.99,First base,0
MIKE VAIL,10,665,1604,146,447,71,11,34,219,81,317,0.279,0.315,0.4,0.968,Outfield,0
ELLIS VALENTINE,10,894,3166,380,881,169,15,123,474,180,462,0.278,0.319,0.458,0.972,Outfield,0
BOBBY VALENTINE,10,639,1698,176,441,59,9,12,157,140,134,0.26,0.319,0.326,0.957,Shortstop,0
ELMER VALO,20,1806,5029,768,1420,228,73,58,601,942,284,0.282,0.399,0.391,0.977,Outfield,0
GEORGE VanHALTREN,17,1984,8021,1639,2532,285,161,69,1014,868,305,0.316,0.385,0.417,0.915,Outfield,0
ARKY VAUGHAN,14,1817,6622,1173,2103,356,128,96,926,937,276,0.318,0.406,0.453,0.951,Shortstop,2
FARMER VAUGHN,13,915,3454,474,946,147,53,21,525,151,128,0.274,0.307,0.365,0.926,Catcher,0
BOBBY VEACH,14,1821,6656,953,2063,393,147,64,1166,571,367,0.31,0.37,0.442,0.964,Outfield,0
OTTO VELEZ,11,637,1802,244,452,87,11,78,272,336,414,0.251,0.372,0.441,0.973,Outfield,0
MAX VENABLE,12,727,1397,176,337,57,17,18,128,120,218,0.241,0.304,0.345,0.982,Outfield,0
MICKEY VERNON,20,2409,8731,1196,2495,490,120,172,1311,955,869,0.286,0.359,0.428,0.99,First base,0
ZOILO VERSALLES,12,1400,5141,650,1246,230,63,95,471,318,810,0.242,0.292,0.367,0.956,Shortstop,0
TOM VERYZER,12,996,2848,250,687,84,12,14,231,143,329,0.241,0.285,0.294,0.966,Shortstop,0
BILL VIRDON,12,1583,5980,735,1596,237,81,91,502,442,647,0.267,0.318,0.379,0.982,Outfield,0
OZZIE VIRGIL.JR.,11,739,2258,258,549,84,6,98,307,248,453,0.243,0.326,0.416,0.987,Catcher,0
OSSIE VITT,10,1065,3760,560,894,106,48,4,295,455,131,0.238,0.322,0.295,0.96,Third base,0
CLYDE VOLLMER,10,685,2021,283,508,77,10,69,339,243,328,0.251,0.335,0.402,0.984,Outfield,0
JOE VOSMIK,13,1414,5472,818,1682,335,92,65,874,514,272,0.307,0.369,0.438,0.979,Outfield,0
JOHN VUKOVICH,10,277,559,37,90,14,1,6,44,29,109,0.161,0.205,0.222,0.951,Third base,0
HEINIE WAGNER,12,983,3333,402,834,128,47,10,343,310,63,0.25,0.319,0.326,0.928,Shortstop,0
HAL WAGNER,12,672,1849,179,458,90,12,15,228,253,152,0.248,0.343,0.334,0.981,Catcher,0
HONUS WAGNER,21,2792,10430,1736,3415,640,252,101,1732,963,327,0.327,0.39,0.466,0.94,Shortstop,1
LEON WAGNER,12,1352,4426,636,1202,150,15,211,669,435,656,0.272,0.343,0.455,0.964,Outfield,0
EDDIE WAITKUS,11,1140,4254,528,1214,215,44,24,373,372,204,0.285,0.344,0.374,0.993,First base,0
RUBE WALKER,11,608,1585,114,360,69,3,35,192,150,213,0.227,0.296,0.341,0.982,Catcher,0
TILLY WALKER,13,1421,5067,696,1423,244,71,118,679,416,501,0.281,0.339,0.427,0.949,Outfield,0
CHICO WALKER,10,411,1004,132,251,30,6,12,97,95,183,0.25,0.315,0.328,0.97,Outfield,0
DIXIE WALKER,18,1905,6740,1037,2064,376,96,105,1023,817,325,0.306,0.383,0.437,0.906,Outfield,0
GEE WALKER,15,1784,6771,954,1991,399,76,124,997,330,600,0.294,0.331,0.43,0.961,Outfield,0
HARRY WALKER,11,807,2651,385,786,126,37,10,214,245,175,0.296,0.358,0.383,0.968,Outfield,0
CURT WALKER,12,1359,4858,718,1475,235,117,64,688,535,254,0.304,0.374,0.44,0.963,Outfield,0
BOBBY WALLACE,25,2383,8618,1057,2309,391,143,34,1121,774,79,0.268,0.331,0.358,0.938,Shortstop,2
DENNY WALLING,18,1271,2945,372,799,142,30,49,380,308,316,0.271,0.341,0.39,0.947,Third base,0
LEE WALLS,10,902,2558,331,670,88,31,66,284,245,470,0.262,0.33,0.398,0.977,Outfield,0
ROXY WALTERS,11,498,1426,119,317,41,6,0,116,97,151,0.222,0.281,0.259,0.975,Catcher,0
BILL WAMBSGANSS,13,1491,5237,710,1359,215,59,7,520,490,357,0.259,0.328,0.327,0.958,Second base,0
LLOYD WANER,18,1993,7772,1201,2459,281,118,27,598,420,173,0.316,0.353,0.393,0.983,Outfield,2
PAUL WANER,20,2549,9459,1627,3152,605,191,113,1309,1091,376,0.333,0.404,0.473,0.975,Outfield,1
AARON WARD,12,1059,3611,457,966,158,54,50,446,339,457,0.268,0.335,0.383,0.97,Second base,0
GARY WARD,12,1287,4479,594,1236,196,41,130,597,351,775,0.276,0.33,0.425,0.984,Outfield,0
JOHN WARD,17,1825,7647,1408,2105,231,96,26,867,420,326,0.275,0.314,0.341,0.885,Shortstop,2
JOHN WARNER,14,1073,3494,348,870,81,35,6,303,181,33,0.249,0.301,0.297,0.966,Catcher,0
RABBIT WARSTLER,11,1205,4088,431,935,133,36,11,332,405,414,0.229,0.3,0.287,0.942,Shortstop,0
JIMMY WASDELL,11,888,2866,339,782,109,34,29,341,243,165,0.273,0.332,0.365,0.966,Outfield,0
CLAUDEL WASHINGTON,17,1912,6787,926,1884,334,69,164,824,468,1266,0.278,0.328,0.42,0.973,Outfield,0
RON WASHINGTON,10,564,1586,190,414,65,22,20,146,65,266,0.261,0.294,0.368,0.958,Shortstop,0
U.L. WASHINGTON,11,907,2797,358,703,103,36,27,255,261,409,0.251,0.315,0.343,0.956,Shortstop,0
JOHN WATHAN,10,860,2505,305,656,90,25,21,261,199,265,0.262,0.32,0.343,0.982,Catcher,0
BOB WATSON,19,1832,6185,802,1826,307,41,184,989,653,796,0.295,0.367,0.447,0.991,First base,0
ROY WEATHERLY,10,811,2781,415,794,152,44,43,290,180,170,0.286,0.331,0.418,0.975,Outfield,0
SKEETER WEBB,12,699,2274,216,498,73,15,3,166,132,215,0.219,0.263,0.268,0.946,Shortstop,0
AL WEIS,10,800,1578,195,346,45,11,7,115,117,299,0.219,0.279,0.275,0.975,Second base,0
CURT WELCH,10,1107,4385,915,1152,215,66,16,186,381,93,0.263,0.345,0.353,0.933,Outfield,0
BILLY WERBER,11,1295,5024,875,1363,271,50,78,539,701,363,0.271,0.364,0.392,0.944,Third base,0
VIC WERTZ,17,1862,6099,867,1692,289,42,266,1178,828,842,0.277,0.366,0.469,0.973,Outfield,0
SAM WEST,16,1753,6148,934,1838,347,101,75,838,696,540,0.299,0.371,0.425,0.983,Outfield,0
WALLY WESTLAKE,10,958,3117,474,848,107,33,127,539,317,453,0.272,0.346,0.45,0.983,Outfield,0
WES WESTRUM,11,919,2322,302,503,59,8,96,315,489,514,0.217,0.357,0.373,0.985,Catcher,0
ZACK WHEAT,19,2410,9106,1289,2884,476,172,132,1248,650,559,0.317,0.367,0.45,0.966,Outfield,2
FRANK WHITE,18,2324,7859,912,2006,407,58,160,886,412,1035,0.255,0.295,0.383,0.984,Second base,0
DEACON WHITE,15,1299,5335,849,1619,217,73,18,756,292,215,0.303,0.344,0.382,0.853,Third base,0
JERRY WHITE,11,646,1196,155,303,50,9,21,109,148,174,0.253,0.339,0.363,0.974,Outfield,0
ROY WHITE,15,1881,6650,964,1803,300,51,160,758,934,708,0.271,0.363,0.404,0.988,Outfield,0
SAMMY WHITE,11,1043,3502,324,916,167,20,66,421,218,381,0.262,0.307,0.377,0.984,Catcher,0
BILL WHITE,13,1673,5972,843,1706,278,65,202,870,596,927,0.286,0.353,0.455,0.992,First base,0
TERRY WHITFIELD,10,730,1913,233,537,93,12,33,179,138,288,0.281,0.332,0.394,0.976,Outfield,0
PINKY WHITNEY,12,1539,5765,696,1701,303,56,93,927,400,438,0.295,0.343,0.415,0.961,Third base,0
ART WHITNEY,11,978,3681,475,820,89,32,6,266,302,173,0.223,0.285,0.269,0.888,Third base,0
ERNIE WHITT,15,1328,3774,447,938,176,15,134,534,436,491,0.249,0.327,0.41,0.991,Catcher,0
POSSUM WHITTED,11,1025,3630,440,978,145,60,23,451,215,310,0.269,0.313,0.361,0.975,Outfield,0
ROB WILFONG,11,959,2690,318,668,97,23,39,261,205,387,0.248,0.305,0.345,0.982,Second base,0
BILLY WILLIAMS,18,2488,9350,1410,2711,434,88,426,1475,1045,1046,0.29,0.364,0.492,0.973,Outfield,1
CY WILLIAMS,19,2002,6780,1024,1981,306,74,251,1005,690,721,0.292,0.365,0.47,0.973,Outfield,0
JIMMY WILLIAMS,11,1456,5481,781,1507,242,138,49,796,474,.,0.275,0.336,0.396,0.955,Second base,0
KEN WILLIAMS,14,1397,4862,860,1552,285,77,196,913,566,287,0.319,0.393,0.53,0.958,Outfield,0
DICK WILLIAMS,13,1023,2959,358,768,157,12,70,331,227,392,0.26,0.315,0.392,0.989,Outfield,0
TED WILLIAMS,19,2292,7706,1798,2654,525,71,521,1839,2019,709,0.344,0.483,0.634,0.974,Outfield,1
WALT WILLIAMS,10,842,2373,284,640,106,11,33,173,126,211,0.27,0.311,0.365,0.981,Outfield,0
NED WILLIAMSON,13,1201,4553,809,1159,228,85,64,667,506,532,0.255,0.332,0.384,0.866,Third base,0
MAURY WILLS,14,1942,7588,1067,2134,177,71,20,458,552,684,0.281,0.331,0.331,0.963,Shortstop,0
WALT WILMOT,10,960,3981,725,1100,152,91,58,594,349,222,0.276,0.337,0.404,0.903,Outfield,0
ART WILSON,14,812,2056,237,536,96,22,24,226,292,289,0.261,0.357,0.364,0.972,Catcher,0
JIMMIE WILSON,18,1525,4778,580,1358,252,32,32,621,356,280,0.284,0.336,0.37,0.977,Catcher,0
HACK WILSON,12,1348,4760,884,1461,266,67,244,1062,674,713,0.307,0.395,0.545,0.965,Outfield,2
RED WILSON,10,602,1765,206,455,84,8,24,189,215,163,0.258,0.341,0.355,0.99,Catcher,0
MOOKIE WILSON,12,1403,5094,731,1397,227,71,67,438,282,866,0.274,0.315,0.386,0.982,Outfield,0
BOBBY WINE,12,1164,3172,249,682,104,16,30,268,214,538,0.215,0.265,0.286,0.971,Shortstop,0
IVEY WINGO,17,1327,4003,362,1039,147,81,25,455,264,285,0.26,0.307,0.355,0.962,Catcher,0
SAM WISE,12,1175,4715,834,1281,221,112,49,672,389,643,0.272,0.332,0.397,0.859,Shortstop,0
WHITEY WITT,10,1139,4171,632,1195,144,62,18,302,489,309,0.287,0.362,0.364,0.971,Outfield,0
JOHN WOCKENFUSS,12,795,2072,267,543,73,11,86,310,277,278,0.262,0.351,0.432,0.972,Catcher,0
JIM WOHLFORD,15,1220,3049,349,793,125,33,21,305,241,376,0.26,0.316,0.343,0.98,Outfield,0
JIMMY WOLF,11,1198,4968,779,1440,213,109,18,207,229,71,0.29,0.327,0.387,0.918,Outfield,0
GEORGE WOOD,13,1280,5371,965,1467,228,132,68,601,418,547,0.273,0.329,0.403,0.895,Outfield,0
LARRY WOODALL,10,548,1317,161,353,52,15,1,161,159,67,0.268,0.347,0.333,0.984,Catcher,0
GENE WOODLING,17,1796,5587,830,1585,257,63,147,830,921,479,0.284,0.388,0.431,0.989,Outfield,0
GLENN WRIGHT,11,1119,4153,584,1219,203,76,94,723,209,407,0.294,0.328,0.447,0.941,Shortstop,0
BUTCH WYNEGAR,13,1301,4330,498,1102,176,15,65,506,626,428,0.255,0.351,0.347,0.989,Catcher,0
JIM WYNN,15,1920,6653,1105,1665,285,39,291,964,1224,1427,0.25,0.369,0.436,0.981,Outfield,0
JOHNNY WYROSTEK,11,1221,4240,525,1149,209,45,58,481,482,437,0.271,0.349,0.383,0.975,Outfield,0
CARL YASTRZEMSKI,23,3308,11988,1816,3419,646,59,452,1844,1845,1393,0.285,0.382,0.462,0.981,Outfield,1
JOE YEAGER,10,574,1853,203,467,77,29,4,201,110,.,0.252,0.309,0.331,0.927,Third base,0
STEVE YEAGER,15,1269,3584,357,816,118,16,102,410,342,726,0.228,0.3,0.355,0.987,Catcher,0
RUDY YORK,13,1603,5891,876,1621,291,52,277,1152,792,867,0.275,0.362,0.483,0.99,First base,0
TOM YORK,10,690,2733,467,741,174,57,10,303,175,186,0.271,0.317,0.387,0.878,Outfield,0
EDDIE YOST,18,2109,7346,1215,1863,337,56,139,683,1614,920,0.254,0.395,0.371,0.957,Third base,0
PEP YOUNG,10,730,2466,274,645,128,34,32,347,152,312,0.262,0.308,0.38,0.964,Second base,0
JOEL YOUNGBLOOD,14,1408,3659,453,969,180,23,80,422,332,589,0.265,0.332,0.392,0.981,Outfield,0
ROSS YOUNGS,10,1211,4627,812,1491,236,93,42,592,550,390,0.322,0.399,0.441,0.953,Outfield,2
AL ZARILLA,10,1120,3535,507,975,186,43,61,456,415,382,0.276,0.357,0.405,0.974,Outfield,0
GUS ZERNIAL,11,1234,4131,572,1093,159,22,237,776,383,755,0.265,0.331,0.486,0.968,Outfield,0
CHIEF ZIMMER,19,1280,4546,617,1224,222,76,26,620,390,323,0.269,0.339,0.369,0.952,Catcher,0
DON ZIMMER,12,1095,3283,353,773,130,22,91,352,246,678,0.235,0.291,0.372,0.941,Third base,0
HEINIE ZIMMERMAN,13,1456,5304,695,1566,275,105,58,796,242,404,0.295,0.331,0.419,0.928,Third base,0
RICHIE ZISK,13,1453,5144,681,1477,245,26,207,792,533,910,0.287,0.355,0.466,0.981,Outfield,0
